t1,value,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
51.0,1180107.0,50.0,45.0,50.0,62.0,47.0,50.0,53.0,46.0,52.0,51.0
50.0,1162758.0,50.0,45.0,50.0,60.0,48.0,47.0,51.0,44.0,51.0,52.0
48.0,1177684.0,50.0,45.0,49.0,59.0,48.0,43.0,47.0,44.0,49.0,51.0
47.0,1180246.0,50.0,43.0,47.0,58.0,48.0,41.0,44.0,43.0,50.0,48.0
47.0,1234089.0,46.0,43.0,46.0,55.0,43.0,43.0,45.0,43.0,46.0,48.0
44.0,1275250.0,45.0,42.0,45.0,54.0,43.0,45.0,46.0,45.0,46.0,47.0
46.0,1370662.0,47.0,39.0,46.0,55.0,47.0,43.0,47.0,42.0,49.0,48.0
53.0,1416379.0,50.0,45.0,51.0,61.0,51.0,47.0,53.0,46.0,54.0,49.0
56.0,1424106.0,53.0,52.0,54.0,59.0,55.0,55.0,57.0,54.0,58.0,55.0
60.0,1379074.0,60.0,59.0,57.0,58.0,63.0,63.0,65.0,62.0,65.0,60.0
62.0,1319472.0,62.0,62.0,64.0,64.0,67.0,70.0,68.0,66.0,69.0,63.0
64.0,1249497.0,64.0,64.0,69.0,66.0,69.0,72.0,71.0,70.0,71.0,65.0
65.0,1199654.0,65.0,66.0,71.0,67.0,71.0,72.0,74.0,71.0,72.0,66.0
65.0,1176115.0,65.0,64.0,72.0,66.0,71.0,73.0,74.0,71.0,72.0,65.0
64.0,1227242.0,64.0,64.0,72.0,64.0,70.0,72.0,73.0,70.0,71.0,64.0
58.0,1433212.0,60.0,57.0,62.0,58.0,63.0,66.0,62.0,62.0,64.0,61.0
53.0,1485304.0,52.0,48.0,55.0,50.0,57.0,58.0,55.0,55.0,58.0,53.0
49.0,1448947.0,50.0,47.0,53.0,46.0,54.0,56.0,54.0,52.0,55.0,50.0
48.0,1428728.0,48.0,43.0,50.0,43.0,53.0,50.0,51.0,48.0,53.0,45.0
47.0,1378195.0,46.0,41.0,48.0,42.0,51.0,49.0,49.0,47.0,51.0,42.0
46.0,1349757.0,48.0,40.0,47.0,41.0,52.0,47.0,48.0,46.0,52.0,43.0
44.0,1262270.0,51.0,44.0,45.0,42.0,53.0,46.0,45.0,44.0,53.0,41.0
44.0,1195287.0,51.0,46.0,44.0,44.0,53.0,45.0,45.0,43.0,52.0,40.0
47.0,1164369.0,51.0,44.0,45.0,43.0,54.0,45.0,47.0,43.0,55.0,41.0
47.0,1159142.0,49.0,43.0,44.0,41.0,52.0,43.0,48.0,43.0,54.0,40.0
45.0,1168379.0,50.0,42.0,43.0,40.0,52.0,48.0,47.0,48.0,53.0,43.0
45.0,1185116.0,51.0,41.0,42.0,39.0,53.0,48.0,45.0,48.0,53.0,44.0
45.0,1202544.0,49.0,40.0,45.0,39.0,53.0,47.0,49.0,45.0,54.0,43.0
46.0,1281568.0,48.0,40.0,46.0,39.0,52.0,46.0,48.0,45.0,53.0,43.0
46.0,1401862.0,49.0,39.0,46.0,38.0,53.0,46.0,48.0,45.0,53.0,44.0
46.0,1559230.0,47.0,40.0,46.0,40.0,51.0,46.0,48.0,45.0,52.0,44.0
48.0,1640919.0,47.0,41.0,48.0,41.0,52.0,46.0,49.0,45.0,52.0,45.0
52.0,1623656.0,48.0,44.0,53.0,45.0,53.0,47.0,52.0,45.0,53.0,48.0
53.0,1588248.0,49.0,46.0,58.0,47.0,55.0,47.0,54.0,45.0,54.0,49.0
52.0,1572979.0,52.0,47.0,62.0,47.0,57.0,48.0,56.0,45.0,55.0,52.0
54.0,1540091.0,54.0,48.0,63.0,49.0,58.0,48.0,56.0,46.0,56.0,54.0
53.0,1490740.0,55.0,48.0,65.0,49.0,58.0,48.0,59.0,46.0,57.0,55.0
54.0,1483800.0,54.0,48.0,66.0,59.0,58.0,49.0,59.0,47.0,57.0,55.0
53.0,1551772.0,54.0,48.0,65.0,58.0,58.0,49.0,59.0,47.0,57.0,54.0
51.0,1711084.0,52.0,47.0,62.0,57.0,56.0,48.0,56.0,47.0,55.0,53.0
49.0,1751884.0,52.0,44.0,55.0,52.0,53.0,47.0,54.0,46.0,53.0,51.0
50.0,1741109.0,51.0,45.0,54.0,46.0,51.0,46.0,51.0,45.0,52.0,52.0
49.0,1701665.0,51.0,45.0,50.0,47.0,51.0,44.0,48.0,44.0,50.0,49.0
49.0,1612463.0,49.0,45.0,48.0,47.0,49.0,43.0,46.0,43.0,48.0,48.0
48.0,1513094.0,48.0,44.0,48.0,45.0,49.0,43.0,45.0,42.0,47.0,49.0
46.0,1400944.0,46.0,42.0,48.0,44.0,46.0,41.0,43.0,41.0,44.0,49.0
48.0,1333081.0,48.0,42.0,48.0,43.0,46.0,41.0,44.0,41.0,44.0,53.0
50.0,1300448.0,49.0,40.0,49.0,39.0,45.0,40.0,45.0,43.0,43.0,53.0
48.0,1288774.0,49.0,39.0,48.0,38.0,45.0,41.0,45.0,43.0,45.0,53.0
47.0,1305063.0,50.0,43.0,46.0,44.0,46.0,44.0,44.0,44.0,46.0,53.0
49.0,1356019.0,49.0,44.0,46.0,45.0,46.0,44.0,43.0,45.0,45.0,52.0
50.0,1452575.0,48.0,45.0,49.0,46.0,45.0,44.0,44.0,45.0,44.0,52.0
52.0,1675143.0,49.0,45.0,47.0,47.0,45.0,45.0,45.0,45.0,45.0,52.0
52.0,1744848.0,48.0,46.0,48.0,47.0,46.0,44.0,44.0,44.0,44.0,53.0
53.0,1662497.0,50.0,46.0,50.0,49.0,47.0,44.0,47.0,44.0,46.0,53.0
55.0,1596595.0,52.0,49.0,54.0,52.0,51.0,48.0,54.0,48.0,52.0,54.0
58.0,1525985.0,55.0,51.0,56.0,54.0,55.0,54.0,61.0,54.0,56.0,58.0
63.0,1471059.0,58.0,55.0,63.0,59.0,61.0,61.0,63.0,61.0,60.0,61.0
66.0,1417091.0,61.0,55.0,66.0,61.0,65.0,67.0,69.0,66.0,65.0,64.0
66.0,1398902.0,63.0,57.0,69.0,63.0,68.0,70.0,70.0,69.0,69.0,66.0
67.0,1359138.0,64.0,58.0,69.0,64.0,69.0,72.0,69.0,69.0,69.0,63.0
67.0,1363498.0,65.0,59.0,69.0,63.0,68.0,71.0,71.0,69.0,69.0,64.0
65.0,1430907.0,64.0,58.0,68.0,66.0,66.0,69.0,69.0,69.0,67.0,64.0
60.0,1617464.0,62.0,57.0,64.0,62.0,63.0,67.0,65.0,66.0,64.0,63.0
57.0,1687813.0,59.0,55.0,61.0,71.0,60.0,64.0,62.0,64.0,61.0,60.0
56.0,1682814.0,59.0,55.0,59.0,71.0,60.0,62.0,62.0,63.0,61.0,59.0
56.0,1615635.0,58.0,58.0,61.0,71.0,59.0,63.0,62.0,63.0,61.0,59.0
58.0,1498575.0,59.0,56.0,60.0,70.0,60.0,62.0,62.0,63.0,62.0,59.0
62.0,1395624.0,59.0,61.0,60.0,70.0,60.0,64.0,63.0,63.0,62.0,59.0
62.0,1236961.0,59.0,61.0,61.0,71.0,60.0,64.0,62.0,63.0,61.0,60.0
60.0,1146862.0,59.0,60.0,61.0,70.0,60.0,64.0,62.0,63.0,61.0,62.0
60.0,1093889.0,58.0,60.0,60.0,69.0,60.0,63.0,62.0,63.0,62.0,60.0
60.0,1076034.0,58.0,59.0,61.0,68.0,59.0,63.0,62.0,63.0,61.0,62.0
60.0,1072257.0,57.0,58.0,61.0,68.0,59.0,63.0,62.0,63.0,61.0,62.0
59.0,1124172.0,57.0,59.0,61.0,68.0,59.0,63.0,62.0,62.0,61.0,64.0
58.0,1224448.0,58.0,58.0,61.0,68.0,59.0,63.0,62.0,62.0,61.0,64.0
60.0,1465673.0,58.0,58.0,61.0,70.0,59.0,63.0,62.0,62.0,61.0,63.0
60.0,1549316.0,60.0,57.0,60.0,71.0,60.0,61.0,61.0,60.0,61.0,63.0
61.0,1460227.0,58.0,58.0,61.0,71.0,58.0,61.0,62.0,60.0,59.0,63.0
61.0,1427169.0,59.0,59.0,62.0,73.0,61.0,62.0,63.0,60.0,62.0,62.0
62.0,1422535.0,61.0,61.0,64.0,75.0,64.0,65.0,66.0,64.0,65.0,64.0
64.0,1400979.0,64.0,64.0,68.0,78.0,69.0,70.0,70.0,65.0,70.0,65.0
65.0,1378680.0,65.0,64.0,72.0,73.0,70.0,72.0,73.0,71.0,71.0,66.0
69.0,1329407.0,65.0,65.0,73.0,68.0,71.0,75.0,76.0,72.0,73.0,67.0
70.0,1305327.0,66.0,64.0,74.0,65.0,72.0,75.0,77.0,72.0,73.0,66.0
69.0,1298369.0,67.0,59.0,74.0,52.0,72.0,75.0,74.0,72.0,73.0,66.0
67.0,1379054.0,66.0,51.0,74.0,49.0,71.0,74.0,75.0,71.0,73.0,64.0
59.0,1557284.0,64.0,50.0,70.0,49.0,68.0,70.0,71.0,64.0,69.0,61.0
54.0,1639260.0,62.0,49.0,65.0,47.0,64.0,64.0,63.0,62.0,64.0,61.0
51.0,1629248.0,62.0,47.0,62.0,47.0,63.0,62.0,58.0,58.0,62.0,60.0
51.0,1569654.0,60.0,47.0,60.0,46.0,63.0,61.0,60.0,55.0,62.0,60.0
47.0,1472846.0,58.0,47.0,62.0,46.0,61.0,59.0,62.0,54.0,61.0,58.0
47.0,1395034.0,58.0,47.0,62.0,45.0,60.0,57.0,62.0,54.0,61.0,57.0
47.0,1263999.0,58.0,46.0,61.0,45.0,60.0,56.0,62.0,54.0,61.0,57.0
46.0,1188067.0,56.0,46.0,62.0,45.0,56.0,55.0,63.0,52.0,58.0,55.0
47.0,1160692.0,56.0,46.0,60.0,45.0,57.0,51.0,60.0,51.0,57.0,55.0
47.0,1149368.0,54.0,46.0,55.0,45.0,56.0,51.0,56.0,50.0,57.0,53.0
47.0,1167613.0,54.0,45.0,53.0,44.0,56.0,50.0,53.0,49.0,55.0,52.0
47.0,1212762.0,53.0,46.0,51.0,45.0,54.0,48.0,51.0,49.0,54.0,52.0
47.0,1336050.0,53.0,46.0,50.0,44.0,53.0,49.0,49.0,49.0,53.0,52.0
48.0,1580071.0,53.0,46.0,53.0,44.0,53.0,49.0,48.0,49.0,52.0,54.0
49.0,1677306.0,54.0,46.0,54.0,44.0,54.0,48.0,48.0,48.0,53.0,53.0
50.0,1597960.0,53.0,46.0,58.0,44.0,53.0,48.0,51.0,48.0,52.0,51.0
51.0,1588291.0,54.0,45.0,62.0,45.0,56.0,49.0,54.0,49.0,55.0,51.0
55.0,1581332.0,56.0,46.0,65.0,45.0,60.0,49.0,55.0,49.0,57.0,51.0
57.0,1584775.0,58.0,46.0,66.0,45.0,63.0,50.0,56.0,49.0,60.0,51.0
58.0,1544082.0,62.0,46.0,69.0,45.0,67.0,50.0,66.0,49.0,65.0,52.0
55.0,1546936.0,63.0,45.0,69.0,45.0,69.0,50.0,70.0,49.0,70.0,52.0
53.0,1560771.0,62.0,45.0,71.0,44.0,69.0,50.0,73.0,49.0,70.0,52.0
49.0,1578782.0,63.0,42.0,71.0,42.0,70.0,50.0,70.0,49.0,70.0,52.0
48.0,1679695.0,62.0,42.0,71.0,41.0,69.0,48.0,66.0,48.0,69.0,50.0
46.0,1804425.0,59.0,41.0,63.0,40.0,63.0,48.0,58.0,47.0,62.0,50.0
45.0,1828266.0,57.0,40.0,56.0,40.0,59.0,48.0,55.0,47.0,58.0,49.0
45.0,1803789.0,57.0,40.0,52.0,40.0,60.0,47.0,53.0,46.0,57.0,49.0
45.0,1757955.0,56.0,41.0,50.0,40.0,57.0,46.0,52.0,45.0,57.0,47.0
46.0,1697599.0,53.0,41.0,51.0,40.0,55.0,45.0,52.0,45.0,54.0,47.0
46.0,1597217.0,53.0,42.0,50.0,41.0,53.0,45.0,52.0,45.0,54.0,48.0
47.0,1457535.0,53.0,42.0,50.0,42.0,52.0,45.0,50.0,45.0,53.0,48.0
47.0,1363063.0,52.0,43.0,49.0,43.0,51.0,45.0,50.0,45.0,52.0,47.0
47.0,1337714.0,52.0,43.0,49.0,43.0,51.0,45.0,50.0,44.0,52.0,48.0
48.0,1315814.0,51.0,43.0,49.0,43.0,50.0,45.0,51.0,43.0,52.0,48.0
48.0,1332035.0,52.0,43.0,50.0,43.0,50.0,45.0,51.0,43.0,52.0,48.0
49.0,1383554.0,52.0,43.0,52.0,43.0,51.0,45.0,51.0,43.0,52.0,48.0
48.0,1487895.0,50.0,43.0,53.0,43.0,51.0,45.0,50.0,43.0,52.0,47.0
50.0,1704815.0,50.0,44.0,55.0,43.0,52.0,45.0,52.0,43.0,50.0,47.0
50.0,1803418.0,50.0,44.0,56.0,44.0,52.0,45.0,54.0,43.0,51.0,47.0
52.0,1723132.0,51.0,44.0,59.0,44.0,53.0,46.0,56.0,43.0,52.0,48.0
58.0,1647189.0,52.0,44.0,61.0,46.0,55.0,47.0,58.0,44.0,55.0,48.0
61.0,1618416.0,53.0,46.0,63.0,48.0,59.0,49.0,63.0,45.0,58.0,48.0
64.0,1573335.0,57.0,47.0,67.0,50.0,63.0,51.0,67.0,46.0,63.0,52.0
65.0,1544016.0,58.0,51.0,71.0,52.0,66.0,54.0,71.0,47.0,67.0,50.0
67.0,1555522.0,59.0,53.0,72.0,55.0,68.0,56.0,74.0,47.0,68.0,53.0
71.0,1539170.0,59.0,55.0,73.0,56.0,67.0,56.0,73.0,48.0,68.0,57.0
71.0,1555730.0,59.0,54.0,72.0,56.0,67.0,54.0,72.0,51.0,67.0,59.0
65.0,1621275.0,59.0,52.0,72.0,57.0,64.0,54.0,66.0,52.0,63.0,59.0
61.0,1770968.0,57.0,52.0,71.0,55.0,64.0,57.0,67.0,54.0,64.0,58.0
62.0,1799875.0,57.0,53.0,70.0,55.0,64.0,56.0,66.0,53.0,64.0,57.0
62.0,1786906.0,57.0,53.0,69.0,54.0,64.0,54.0,66.0,52.0,64.0,56.0
60.0,1733080.0,56.0,53.0,69.0,53.0,63.0,54.0,66.0,52.0,63.0,54.0
60.0,1644323.0,54.0,52.0,68.0,52.0,63.0,54.0,64.0,52.0,63.0,51.0
57.0,1532452.0,53.0,54.0,67.0,50.0,61.0,53.0,64.0,50.0,62.0,50.0
64.0,1386668.0,50.0,53.0,66.0,49.0,60.0,51.0,65.0,50.0,60.0,50.0
64.0,1318366.0,49.0,49.0,66.0,47.0,59.0,51.0,64.0,51.0,59.0,48.0
62.0,1287222.0,49.0,45.0,64.0,47.0,59.0,49.0,62.0,50.0,58.0,48.0
61.0,1284562.0,47.0,45.0,63.0,45.0,57.0,48.0,58.0,49.0,57.0,45.0
52.0,1306230.0,46.0,43.0,61.0,45.0,55.0,49.0,58.0,48.0,55.0,43.0
53.0,1371938.0,45.0,45.0,59.0,43.0,52.0,47.0,57.0,47.0,52.0,42.0
51.0,1479544.0,44.0,44.0,56.0,42.0,51.0,45.0,55.0,45.0,50.0,42.0
47.0,1737179.0,43.0,42.0,53.0,39.0,48.0,43.0,51.0,43.0,48.0,41.0
47.0,1838572.0,41.0,42.0,51.0,39.0,46.0,41.0,51.0,41.0,46.0,39.0
46.0,1762466.0,38.0,41.0,50.0,39.0,43.0,40.0,48.0,40.0,43.0,38.0
46.0,1708029.0,40.0,42.0,51.0,42.0,49.0,41.0,50.0,41.0,48.0,40.0
47.0,1666893.0,43.0,43.0,51.0,43.0,52.0,45.0,50.0,44.0,50.0,41.0
47.0,1607582.0,44.0,44.0,53.0,44.0,52.0,46.0,52.0,45.0,52.0,43.0
47.0,1550977.0,45.0,45.0,54.0,46.0,53.0,48.0,54.0,45.0,53.0,43.0
48.0,1533837.0,46.0,46.0,54.0,46.0,54.0,51.0,54.0,47.0,54.0,44.0
48.0,1544833.0,47.0,46.0,54.0,47.0,55.0,49.0,54.0,46.0,55.0,45.0
46.0,1570515.0,47.0,45.0,54.0,45.0,54.0,49.0,54.0,46.0,54.0,44.0
46.0,1654734.0,47.0,45.0,52.0,42.0,53.0,48.0,53.0,45.0,53.0,44.0
45.0,1812998.0,46.0,44.0,49.0,41.0,53.0,48.0,52.0,45.0,53.0,44.0
44.0,1829833.0,46.0,42.0,47.0,40.0,51.0,48.0,51.0,45.0,52.0,43.0
45.0,1807892.0,45.0,41.0,46.0,40.0,50.0,47.0,50.0,45.0,50.0,42.0
45.0,1745831.0,44.0,42.0,46.0,40.0,48.0,46.0,48.0,45.0,49.0,43.0
44.0,1681031.0,44.0,41.0,45.0,40.0,47.0,45.0,46.0,44.0,47.0,42.0
44.0,1618932.0,44.0,41.0,45.0,40.0,46.0,45.0,47.0,44.0,47.0,43.0
44.0,1492758.0,43.0,40.0,46.0,41.0,45.0,44.0,45.0,43.0,46.0,43.0
46.0,1407596.0,42.0,40.0,47.0,39.0,45.0,44.0,46.0,43.0,45.0,43.0
46.0,1365215.0,43.0,40.0,46.0,40.0,44.0,44.0,47.0,42.0,46.0,43.0
46.0,1342008.0,44.0,41.0,46.0,40.0,44.0,44.0,45.0,43.0,45.0,43.0
46.0,1346533.0,43.0,42.0,47.0,41.0,44.0,44.0,45.0,43.0,45.0,42.0
46.0,1360245.0,43.0,42.0,48.0,42.0,43.0,43.0,45.0,41.0,44.0,43.0
46.0,1381013.0,43.0,42.0,48.0,42.0,43.0,42.0,46.0,41.0,44.0,44.0
47.0,1456533.0,43.0,42.0,49.0,42.0,43.0,42.0,46.0,41.0,44.0,44.0
47.0,1567714.0,44.0,41.0,49.0,42.0,43.0,43.0,46.0,42.0,44.0,44.0
49.0,1683700.0,45.0,42.0,50.0,42.0,44.0,43.0,46.0,42.0,45.0,45.0
51.0,1770973.0,45.0,44.0,52.0,44.0,46.0,44.0,48.0,42.0,46.0,46.0
53.0,1773612.0,45.0,46.0,54.0,46.0,48.0,47.0,51.0,44.0,48.0,48.0
56.0,1684457.0,45.0,48.0,60.0,49.0,52.0,48.0,55.0,45.0,51.0,50.0
60.0,1578863.0,46.0,50.0,67.0,51.0,56.0,49.0,59.0,46.0,54.0,52.0
60.0,1506952.0,52.0,50.0,67.0,51.0,59.0,53.0,60.0,53.0,58.0,56.0
58.0,1451761.0,56.0,49.0,67.0,49.0,61.0,57.0,62.0,57.0,61.0,55.0
57.0,1425907.0,55.0,50.0,63.0,49.0,62.0,62.0,63.0,62.0,63.0,54.0
58.0,1481946.0,53.0,50.0,63.0,47.0,61.0,61.0,65.0,60.0,63.0,51.0
56.0,1637622.0,50.0,49.0,62.0,47.0,57.0,56.0,62.0,54.0,59.0,49.0
53.0,1688648.0,46.0,47.0,58.0,47.0,52.0,52.0,52.0,51.0,53.0,44.0
52.0,1663296.0,43.0,46.0,53.0,47.0,47.0,51.0,46.0,49.0,48.0,44.0
47.0,1639849.0,41.0,45.0,51.0,46.0,46.0,48.0,54.0,46.0,49.0,42.0
47.0,1601360.0,39.0,43.0,52.0,44.0,45.0,46.0,52.0,45.0,46.0,38.0
46.0,1562754.0,36.0,42.0,49.0,42.0,44.0,44.0,49.0,41.0,44.0,36.0
45.0,1483363.0,35.0,41.0,47.0,41.0,41.0,42.0,46.0,40.0,40.0,36.0
44.0,1432889.0,34.0,39.0,46.0,41.0,38.0,41.0,46.0,38.0,39.0,35.0
42.0,1407567.0,34.0,38.0,45.0,39.0,39.0,38.0,44.0,35.0,39.0,33.0
42.0,1407285.0,35.0,40.0,44.0,39.0,39.0,36.0,43.0,33.0,38.0,32.0
40.0,1435123.0,34.0,39.0,42.0,37.0,36.0,34.0,42.0,33.0,36.0,32.0
40.0,1468318.0,32.0,37.0,41.0,35.0,34.0,35.0,41.0,33.0,35.0,31.0
38.0,1489639.0,31.0,36.0,40.0,36.0,33.0,33.0,38.0,32.0,33.0,31.0
38.0,1590438.0,31.0,36.0,37.0,35.0,31.0,33.0,34.0,32.0,31.0,30.0
37.0,1734438.0,30.0,32.0,35.0,32.0,32.0,31.0,32.0,30.0,31.0,30.0
37.0,1865215.0,30.0,33.0,35.0,32.0,32.0,32.0,33.0,31.0,31.0,29.0
38.0,1858669.0,35.0,38.0,42.0,36.0,39.0,36.0,39.0,33.0,38.0,31.0
40.0,1777824.0,38.0,39.0,45.0,38.0,41.0,43.0,45.0,40.0,42.0,37.0
42.0,1704915.0,40.0,40.0,46.0,40.0,43.0,45.0,45.0,42.0,44.0,42.0
43.0,1665138.0,44.0,41.0,46.0,40.0,46.0,45.0,48.0,42.0,46.0,44.0
43.0,1623047.0,46.0,41.0,48.0,40.0,47.0,46.0,49.0,44.0,48.0,45.0
43.0,1580323.0,48.0,41.0,51.0,40.0,49.0,47.0,51.0,44.0,50.0,47.0
45.0,1570083.0,50.0,41.0,51.0,40.0,51.0,48.0,51.0,45.0,51.0,47.0
43.0,1638175.0,50.0,40.0,50.0,40.0,51.0,47.0,51.0,45.0,51.0,47.0
42.0,1802987.0,48.0,40.0,46.0,39.0,47.0,44.0,49.0,43.0,49.0,46.0
42.0,1883201.0,41.0,40.0,43.0,38.0,42.0,41.0,44.0,38.0,43.0,42.0
41.0,1905097.0,37.0,39.0,41.0,38.0,39.0,38.0,42.0,37.0,40.0,39.0
39.0,1875755.0,36.0,39.0,39.0,38.0,37.0,37.0,40.0,35.0,38.0,38.0
37.0,1795860.0,35.0,39.0,37.0,38.0,37.0,37.0,37.0,35.0,37.0,37.0
35.0,1728237.0,34.0,37.0,36.0,38.0,36.0,36.0,35.0,33.0,35.0,36.0
35.0,1608291.0,33.0,36.0,36.0,37.0,35.0,35.0,34.0,33.0,34.0,35.0
34.0,1560489.0,31.0,33.0,36.0,36.0,33.0,35.0,35.0,33.0,32.0,35.0
35.0,1549541.0,32.0,32.0,35.0,34.0,34.0,35.0,35.0,33.0,33.0,34.0
33.0,1565364.0,30.0,32.0,35.0,33.0,32.0,35.0,36.0,35.0,32.0,34.0
35.0,1593361.0,32.0,33.0,36.0,33.0,33.0,35.0,36.0,35.0,33.0,35.0
36.0,1659915.0,34.0,34.0,35.0,35.0,34.0,37.0,36.0,35.0,35.0,35.0
37.0,1754285.0,38.0,33.0,35.0,35.0,34.0,37.0,36.0,34.0,35.0,38.0
36.0,1995567.0,39.0,35.0,37.0,34.0,35.0,38.0,38.0,34.0,37.0,38.0
40.0,2051189.0,39.0,34.0,39.0,37.0,35.0,38.0,39.0,36.0,37.0,39.0
42.0,1915655.0,39.0,38.0,41.0,37.0,39.0,39.0,40.0,36.0,40.0,38.0
45.0,1785214.0,43.0,41.0,43.0,40.0,43.0,43.0,44.0,40.0,44.0,41.0
51.0,1687983.0,49.0,45.0,49.0,44.0,48.0,48.0,51.0,45.0,50.0,50.0
52.0,1592336.0,53.0,47.0,51.0,46.0,53.0,55.0,56.0,53.0,55.0,53.0
54.0,1516527.0,55.0,48.0,54.0,48.0,58.0,59.0,60.0,57.0,60.0,54.0
55.0,1476503.0,56.0,48.0,57.0,49.0,61.0,62.0,61.0,60.0,62.0,56.0
55.0,1429525.0,56.0,50.0,61.0,50.0,61.0,62.0,64.0,62.0,63.0,58.0
54.0,1439750.0,57.0,53.0,63.0,52.0,63.0,62.0,63.0,62.0,63.0,57.0
52.0,1525319.0,56.0,52.0,63.0,51.0,62.0,57.0,63.0,59.0,62.0,58.0
48.0,1752743.0,54.0,49.0,58.0,49.0,57.0,54.0,57.0,54.0,57.0,54.0
46.0,1828682.0,49.0,45.0,49.0,47.0,51.0,48.0,48.0,49.0,51.0,51.0
42.0,1853719.0,44.0,42.0,50.0,43.0,46.0,47.0,47.0,46.0,47.0,49.0
41.0,1802370.0,43.0,39.0,48.0,41.0,45.0,47.0,49.0,45.0,47.0,44.0
40.0,1716451.0,42.0,38.0,46.0,40.0,46.0,44.0,47.0,44.0,45.0,42.0
39.0,1618959.0,41.0,38.0,43.0,38.0,45.0,43.0,42.0,44.0,44.0,42.0
39.0,1495417.0,41.0,37.0,42.0,38.0,44.0,41.0,39.0,42.0,43.0,41.0
39.0,1426245.0,40.0,36.0,40.0,38.0,44.0,40.0,39.0,42.0,44.0,41.0
39.0,1417601.0,40.0,37.0,42.0,40.0,43.0,40.0,39.0,40.0,43.0,40.0
39.0,1415299.0,40.0,38.0,40.0,37.0,41.0,40.0,40.0,40.0,41.0,41.0
38.0,1448255.0,40.0,40.0,38.0,35.0,40.0,39.0,37.0,40.0,39.0,40.0
38.0,1525329.0,39.0,40.0,36.0,33.0,38.0,37.0,36.0,38.0,38.0,38.0
38.0,1642652.0,39.0,36.0,36.0,34.0,37.0,37.0,35.0,39.0,38.0,43.0
36.0,1880323.0,39.0,36.0,35.0,35.0,37.0,37.0,34.0,38.0,36.0,40.0
36.0,1957518.0,37.0,33.0,35.0,36.0,37.0,38.0,34.0,37.0,37.0,37.0
37.0,1865694.0,37.0,35.0,36.0,35.0,37.0,38.0,35.0,36.0,37.0,41.0
45.0,1783679.0,42.0,39.0,43.0,37.0,42.0,41.0,42.0,40.0,41.0,46.0
47.0,1727692.0,47.0,42.0,49.0,42.0,46.0,46.0,48.0,45.0,46.0,48.0
47.0,1663557.0,49.0,43.0,53.0,43.0,51.0,49.0,53.0,46.0,51.0,50.0
49.0,1624154.0,50.0,46.0,56.0,44.0,53.0,52.0,56.0,50.0,55.0,50.0
49.0,1595365.0,52.0,46.0,56.0,46.0,55.0,53.0,58.0,51.0,56.0,53.0
49.0,1559365.0,54.0,46.0,59.0,46.0,57.0,55.0,59.0,53.0,58.0,53.0
49.0,1558682.0,55.0,46.0,57.0,46.0,58.0,55.0,59.0,53.0,59.0,54.0
49.0,1623416.0,56.0,46.0,57.0,46.0,58.0,55.0,60.0,54.0,60.0,54.0
49.0,1787563.0,55.0,47.0,54.0,45.0,54.0,54.0,56.0,53.0,56.0,54.0
49.0,1863196.0,53.0,45.0,49.0,45.0,50.0,51.0,52.0,52.0,52.0,55.0
48.0,1854785.0,52.0,44.0,47.0,46.0,48.0,51.0,46.0,51.0,48.0,53.0
48.0,1797494.0,53.0,45.0,46.0,45.0,46.0,49.0,46.0,49.0,47.0,52.0
47.0,1681342.0,53.0,46.0,44.0,45.0,46.0,49.0,45.0,48.0,49.0,52.0
46.0,1571958.0,50.0,46.0,42.0,44.0,43.0,48.0,47.0,47.0,47.0,49.0
47.0,1434517.0,49.0,45.0,42.0,45.0,46.0,48.0,49.0,46.0,48.0,47.0
46.0,1356387.0,47.0,45.0,44.0,44.0,44.0,46.0,49.0,45.0,47.0,47.0
47.0,1331924.0,51.0,44.0,45.0,44.0,45.0,43.0,45.0,43.0,47.0,49.0
46.0,1330038.0,50.0,45.0,43.0,45.0,45.0,45.0,44.0,42.0,47.0,48.0
46.0,1350939.0,50.0,44.0,43.0,43.0,44.0,44.0,44.0,41.0,47.0,47.0
47.0,1423467.0,49.0,42.0,43.0,43.0,44.0,43.0,44.0,41.0,47.0,47.0
47.0,1528046.0,50.0,40.0,42.0,42.0,44.0,43.0,44.0,41.0,47.0,49.0
47.0,1769474.0,50.0,38.0,42.0,42.0,43.0,44.0,44.0,43.0,47.0,51.0
47.0,1831925.0,50.0,39.0,44.0,41.0,44.0,44.0,46.0,41.0,46.0,51.0
48.0,1724373.0,49.0,40.0,46.0,42.0,45.0,45.0,47.0,43.0,47.0,52.0
52.0,1661870.0,51.0,46.0,51.0,44.0,49.0,49.0,51.0,44.0,50.0,53.0
56.0,1615163.0,54.0,49.0,56.0,46.0,53.0,50.0,56.0,46.0,54.0,56.0
61.0,1551661.0,58.0,52.0,61.0,49.0,59.0,53.0,62.0,47.0,61.0,57.0
63.0,1501900.0,62.0,54.0,64.0,51.0,64.0,57.0,65.0,51.0,64.0,61.0
65.0,1461194.0,67.0,56.0,68.0,54.0,67.0,61.0,68.0,55.0,68.0,64.0
66.0,1430059.0,68.0,56.0,71.0,55.0,69.0,65.0,71.0,59.0,70.0,65.0
66.0,1420805.0,69.0,56.0,71.0,57.0,69.0,66.0,71.0,61.0,71.0,67.0
65.0,1470661.0,68.0,56.0,71.0,50.0,69.0,65.0,71.0,59.0,71.0,67.0
